0.027,0.401
0.044,0.401
0.077,0.400
0.110,0.397
0.127,0.397
0.160,0.397
0.194,0.398
0.227,0.394
0.260,0.397
0.294,0.392
0.327,0.394
0.360,0.391
0.394,0.390
0.427,0.390
0.460,0.390
0.494,0.386
0.527,0.385
0.544,0.383
0.560,0.385
0.577,0.382
0.594,0.379
0.610,0.381
0.627,0.382
0.644,0.381
0.660,0.377
0.677,0.375
0.694,0.378
0.710,0.376
0.727,0.375
0.744,0.374
0.760,0.370
0.777,0.370
0.794,0.371
0.810,0.367
0.827,0.365
0.844,0.366
0.860,0.366
0.877,0.362
0.894,0.360
0.910,0.357
0.927,0.360
0.944,0.355
0.960,0.357
0.977,0.355
0.994,0.352
1.027,0.346
1.060,0.343
1.094,0.341
1.127,0.337
1.160,0.334
1.194,0.332
1.227,0.324
1.260,0.321
1.294,0.316
1.327,0.313
1.360,0.305
1.394,0.304
1.427,0.297
1.460,0.292
1.494,0.289
1.527,0.279
1.560,0.275
1.594,0.271
1.627,0.263
1.660,0.255
1.694,0.250
1.727,0.245
1.760,0.238
1.794,0.230
1.827,0.222
1.860,0.213
1.894,0.205
1.927,0.196
1.960,0.191
1.994,0.180
2.027,0.172
2.060,0.164
2.094,0.154
2.127,0.144
2.160,0.134
2.194,0.124
2.227,0.112
2.260,0.105
2.294,0.089
2.327,0.078
2.360,0.069
2.394,0.056
2.427,0.041
2.460,0.030
2.494,0.014
2.527,0.001
