0.016,0.032,0.059
0.033,0.059,0.110
0.050,0.091,0.163
0.067,0.116,0.220
0.084,0.151,0.261
0.101,0.176,0.309
0.118,0.210,0.343
0.135,0.237,0.388
0.152,0.270,0.418
0.169,0.295,0.447
0.186,0.322,0.482
0.203,0.355,0.503
0.220,0.387,0.525
0.237,0.410,0.551
0.254,0.441,0.560
0.271,0.471,0.576
0.288,0.502,0.591
0.305,0.523,0.599
0.322,0.553,0.603
0.339,0.584,0.610
0.356,0.609,0.611
0.373,0.637,0.605
0.390,0.670,0.594
0.407,0.694,0.585
0.424,0.724,0.578
0.441,0.750,0.565
0.458,0.781,0.550
0.475,0.807,0.529
0.492,0.836,0.510
0.509,0.863,0.484
0.526,0.892,0.448
0.543,0.915,0.421
0.560,0.947,0.389
0.577,0.967,0.353
0.594,0.993,0.314
0.611,1.018,0.272
0.628,1.052,0.230
0.645,1.078,0.178
0.662,1.106,0.129
0.679,1.130,0.082
0.696,1.158,0.025
