0.016,0.026,0.057
0.033,0.057,0.109
0.050,0.090,0.162
0.067,0.123,0.212
0.084,0.147,0.260
0.101,0.178,0.298
0.118,0.208,0.336
0.135,0.244,0.376
0.152,0.270,0.405
0.169,0.306,0.445
0.186,0.328,0.470
0.203,0.360,0.491
0.220,0.385,0.518
0.237,0.414,0.539
0.254,0.444,0.549
0.271,0.478,0.563
0.288,0.508,0.574
0.305,0.537,0.584
0.322,0.566,0.585
0.339,0.591,0.583
0.356,0.617,0.589
0.373,0.651,0.587
0.390,0.676,0.579
0.407,0.706,0.568
0.424,0.736,0.552
0.441,0.758,0.535
0.458,0.789,0.525
0.475,0.818,0.499
0.492,0.847,0.475
0.509,0.872,0.455
0.526,0.904,0.419
0.543,0.928,0.390
0.560,0.958,0.352
0.577,0.981,0.319
0.594,1.006,0.282
0.611,1.041,0.234
0.628,1.059,0.194
0.645,1.092,0.144
0.662,1.115,0.090
0.679,1.140,0.047
