0.018,1.198
0.035,1.200
0.068,1.202
0.102,1.206
0.135,1.206
0.168,1.208
0.202,1.214
0.235,1.218
0.252,1.221
0.285,1.222
0.318,1.231
0.352,1.236
0.385,1.244
0.418,1.249
0.452,1.259
0.485,1.268
0.502,1.271
0.518,1.279
0.535,1.283
0.552,1.287
0.568,1.293
0.585,1.300
0.602,1.307
0.618,1.313
0.635,1.317
0.652,1.325
0.668,1.327
0.685,1.335
0.702,1.344
0.718,1.350
0.735,1.354
0.752,1.362
0.768,1.369
0.785,1.379
0.802,1.386
0.818,1.395
0.835,1.400
0.852,1.408
0.868,1.421
0.885,1.429
0.902,1.437
0.918,1.447
0.935,1.455
0.952,1.462
0.968,1.474
0.985,1.480
1.018,1.500
1.052,1.523
1.085,1.545
1.118,1.569
1.152,1.590
1.185,1.612
1.218,1.637
1.252,1.665
1.285,1.688
1.318,1.715
1.352,1.745
1.385,1.773
1.418,1.805
1.452,1.835
1.485,1.864
1.518,1.900
1.552,1.932
1.585,1.966
1.618,2.001
