0.016,0.043,0.046
0.033,0.096,0.086
0.050,0.140,0.126
0.067,0.192,0.163
0.084,0.247,0.202
0.101,0.295,0.229
0.118,0.339,0.255
0.135,0.391,0.285
0.152,0.436,0.302
0.169,0.490,0.323
0.186,0.534,0.336
0.203,0.589,0.351
0.220,0.635,0.364
0.237,0.678,0.373
0.254,0.730,0.377
0.271,0.776,0.383
0.288,0.824,0.379
0.305,0.879,0.375
0.322,0.928,0.365
0.339,0.978,0.364
0.356,1.024,0.344
0.373,1.068,0.334
0.390,1.123,0.313
0.407,1.166,0.293
0.424,1.215,0.269
0.441,1.268,0.246
0.458,1.314,0.217
0.475,1.362,0.186
0.492,1.407,0.157
0.509,1.455,0.113
0.526,1.504,0.076
0.543,1.552,0.034
