0.016,0.044,0.040
0.033,0.091,0.084
0.050,0.138,0.131
0.067,0.192,0.167
0.084,0.240,0.201
0.101,0.280,0.237
0.118,0.328,0.264
0.135,0.381,0.290
0.152,0.423,0.312
0.169,0.476,0.333
0.186,0.520,0.346
0.203,0.566,0.365
0.220,0.614,0.377
0.237,0.657,0.379
0.254,0.704,0.391
0.271,0.750,0.388
0.288,0.802,0.394
0.305,0.851,0.391
0.322,0.892,0.379
0.339,0.941,0.377
0.356,0.991,0.366
0.373,1.039,0.345
0.390,1.083,0.335
0.407,1.135,0.316
0.424,1.178,0.290
0.441,1.223,0.265
0.458,1.268,0.233
0.475,1.321,0.206
0.492,1.367,0.169
0.509,1.409,0.137
0.526,1.463,0.101
0.543,1.508,0.062
0.560,1.549,0.018
