-0.001,0.003
0.006,-0.003
0.011,-0.002
0.006,0.004
0.014,0.008
0.019,0.008
0.030,0.005
0.026,0.009
0.030,0.016
0.043,0.013
0.047,0.018
0.048,0.021
0.056,0.018
0.057,0.022
0.062,0.020
0.072,0.021
0.078,0.020
0.076,0.020
0.084,0.022
0.085,0.030
0.091,0.031
0.102,0.030
0.102,0.030
0.103,0.035
0.112,0.033
0.120,0.030
0.120,0.032
0.122,0.032
0.133,0.030
0.134,0.039
0.145,0.038
0.147,0.039
0.150,0.032
0.153,0.037
0.157,0.033
0.170,0.037
0.167,0.040
0.182,0.033
0.180,0.030
0.187,0.034
0.188,0.031
0.192,0.029
0.199,0.032
0.210,0.026
0.216,0.033
0.214,0.027
0.225,0.023
0.231,0.024
0.227,0.029
0.237,0.028
0.239,0.022
0.247,0.021
0.246,0.019
0.258,0.019
0.259,0.011
0.261,0.013
0.272,0.014
0.273,0.012
0.278,0.008
0.280,0.011
0.284,0.002
0.289,-0.000
0.296,0.004
0.304,-0.001
0.302,-0.006
0.310,-0.010
0.314,-0.011
0.317,-0.009
0.325,-0.014
0.326,-0.015
0.329,-0.018
0.339,-0.021
0.340,-0.020
0.348,-0.020
0.350,-0.022
0.353,-0.024
0.361,-0.025
0.369,-0.029
0.374,-0.031
0.373,-0.029
0.376,-0.032
0.382,-0.038
0.393,-0.034
0.395,-0.039
0.396,-0.042
0.405,-0.034
0.407,-0.036
0.416,-0.040
0.419,-0.037
0.420,-0.039
0.432,-0.042
0.431,-0.040
0.441,-0.041
0.444,-0.035
0.450,-0.040
0.458,-0.040
0.462,-0.041
0.460,-0.035
0.468,-0.037
0.471,-0.028
0.480,-0.032
0.483,-0.032
0.490,-0.026
0.497,-0.030
0.502,-0.027
0.499,-0.019
0.509,-0.015
0.506,-0.021
0.510,-0.015
0.522,-0.010
0.527,-0.011
0.530,-0.008
0.534,-0.008
0.534,-0.002
0.538,-0.002
0.544,0.003
0.548,0.006
0.556,0.011
0.554,0.011
0.565,0.019
0.571,0.015
0.574,0.019
0.574,0.027
0.575,0.025
0.586,0.023
0.584,0.025
0.596,0.036
0.597,0.038
0.604,0.040
0.604,0.043
0.610,0.038
0.612,0.046
0.624,0.042
0.623,0.038
0.634,0.043
0.631,0.046
0.640,0.049
0.650,0.041
0.649,0.048
0.655,0.047
0.660,0.037
0.660,0.037
0.668,0.039
0.677,0.034
0.682,0.031
0.686,0.034
0.687,0.032
0.688,0.027
0.693,0.026
0.704,0.017
0.704,0.017
0.702,0.015
0.708,0.008
0.711,0.006
0.713,0.007
0.723,-0.006
0.722,-0.000
0.732,-0.013
0.729,-0.011
0.734,-0.015
0.741,-0.021
0.740,-0.023
0.742,-0.024
0.744,-0.029
0.751,-0.030
0.760,-0.042
0.762,-0.038
0.768,-0.040
0.772,-0.041
0.773,-0.046
0.777,-0.051
0.785,-0.048
0.791,-0.049
0.790,-0.050
0.799,-0.052
0.796,-0.048
0.809,-0.049
0.809,-0.047
0.815,-0.037
0.820,-0.033
0.817,-0.027
0.824,-0.028
0.823,-0.019
0.821,-0.016
0.829,-0.010
0.833,-0.011
0.833,-0.006
0.830,-0.002
0.831,0.000
0.832,0.012
0.842,0.014
0.837,0.015
0.839,0.025
0.845,0.031
0.844,0.037
0.843,0.037
0.849,0.042
0.845,0.051
0.845,0.059
0.847,0.063
0.851,0.068
0.847,0.064
0.847,0.068
0.852,0.069
0.847,0.067
0.844,0.066
0.846,0.068
0.851,0.068
0.851,0.068
0.848,0.069
