0.002,-0.002
-0.001,-0.001
0.001,-0.000
0.006,0.006
0.016,0.010
0.018,0.012
0.023,0.015
0.029,0.018
0.031,0.028
0.030,0.028
0.033,0.027
0.037,0.031
0.045,0.032
0.046,0.035
0.054,0.045
0.057,0.043
0.062,0.047
0.064,0.051
0.069,0.049
0.073,0.058
0.082,0.060
0.083,0.064
0.083,0.058
0.091,0.060
0.096,0.066
0.101,0.071
0.103,0.074
0.113,0.072
0.116,0.076
0.118,0.077
0.128,0.078
0.126,0.078
0.132,0.081
0.139,0.080
0.138,0.085
0.153,0.079
0.150,0.077
0.159,0.084
0.167,0.080
0.171,0.079
0.168,0.075
0.183,0.076
0.179,0.077
0.186,0.076
0.190,0.074
0.201,0.072
0.199,0.067
0.203,0.071
0.207,0.069
0.212,0.061
0.219,0.060
0.228,0.059
0.225,0.053
0.235,0.050
0.239,0.044
0.241,0.047
0.240,0.047
0.246,0.038
0.249,0.031
0.251,0.032
0.262,0.033
0.265,0.030
0.263,0.022
0.272,0.023
0.274,0.014
0.275,0.009
0.277,0.012
0.277,0.008
0.283,0.004
0.292,-0.008
0.292,-0.003
0.294,-0.012
0.300,-0.019
0.300,-0.022
0.308,-0.018
0.312,-0.030
0.312,-0.029
0.318,-0.029
0.318,-0.037
0.323,-0.044
0.323,-0.047
0.332,-0.052
0.329,-0.054
0.333,-0.051
0.341,-0.056
0.346,-0.063
0.346,-0.062
0.353,-0.063
0.351,-0.068
0.359,-0.076
0.363,-0.074
0.364,-0.082
0.375,-0.085
0.377,-0.084
0.386,-0.084
0.387,-0.085
0.395,-0.084
0.392,-0.089
0.401,-0.091
0.409,-0.088
0.410,-0.088
0.414,-0.085
0.418,-0.086
0.427,-0.081
0.435,-0.084
0.439,-0.084
0.438,-0.076
0.441,-0.079
0.452,-0.070
0.455,-0.067
0.455,-0.065
0.457,-0.065
0.460,-0.056
0.464,-0.051
0.466,-0.053
0.472,-0.046
0.478,-0.044
0.483,-0.044
0.476,-0.040
0.488,-0.031
0.485,-0.029
0.492,-0.024
0.491,-0.024
0.492,-0.018
0.492,-0.006
0.495,-0.010
0.500,-0.002
0.504,0.000
0.506,0.006
0.507,0.012
0.509,0.012
0.518,0.021
0.514,0.027
0.514,0.032
0.525,0.030
0.519,0.041
0.529,0.044
0.523,0.048
0.530,0.054
0.533,0.051
0.531,0.064
0.539,0.059
0.538,0.067
0.547,0.073
0.550,0.073
0.549,0.083
0.548,0.084
0.551,0.087
0.560,0.086
0.559,0.090
0.565,0.101
0.574,0.103
0.580,0.096
0.583,0.103
0.584,0.104
0.596,0.102
0.594,0.090
0.599,0.096
0.604,0.086
0.607,0.083
0.609,0.080
0.615,0.076
0.620,0.075
0.622,0.072
0.618,0.068
0.624,0.055
0.624,0.052
0.620,0.044
0.626,0.048
0.632,0.041
0.627,0.037
0.629,0.031
0.631,0.023
0.629,0.019
0.630,0.019
0.630,0.006
0.641,0.006
0.640,0.003
0.636,-0.001
0.641,-0.008
0.637,-0.015
0.642,-0.016
0.637,-0.021
0.643,-0.034
0.638,-0.034
0.648,-0.043
0.646,-0.045
0.646,-0.046
0.641,-0.054
0.649,-0.056
0.646,-0.059
0.649,-0.065
0.649,-0.074
0.651,-0.075
0.653,-0.079
0.648,-0.086
0.645,-0.098
0.653,-0.097
0.652,-0.108
0.647,-0.111
0.655,-0.118
0.654,-0.114
0.655,-0.113
0.653,-0.113
0.657,-0.121
0.656,-0.116
0.651,-0.112
0.652,-0.113
