0.000,-0.002
-0.001,0.002
-0.000,0.010
0.002,0.015
0.000,0.012
0.004,0.017
-0.003,0.024
0.002,0.032
-0.002,0.036
-0.003,0.043
0.004,0.048
-0.001,0.052
0.000,0.061
0.002,0.063
0.004,0.069
0.002,0.072
0.002,0.076
0.005,0.081
0.002,0.085
-0.001,0.090
-0.002,0.097
-0.002,0.104
0.007,0.107
0.004,0.108
0.003,0.117
0.003,0.119
0.001,0.130
0.006,0.131
0.002,0.137
-0.001,0.138
0.005,0.148
0.008,0.156
0.005,0.161
0.000,0.159
0.002,0.169
0.000,0.173
-0.000,0.172
0.007,0.182
0.009,0.188
0.002,0.192
-0.000,0.195
0.002,0.203
0.007,0.206
0.007,0.215
0.005,0.221
0.001,0.220
0.005,0.226
0.000,0.230
0.007,0.238
0.000,0.239
0.008,0.248
0.003,0.254
0.003,0.254
0.002,0.263
0.003,0.269
0.004,0.273
0.002,0.274
0.008,0.278
0.002,0.288
0.003,0.288
0.007,0.292
0.004,0.297
0.008,0.302
0.008,0.308
0.007,0.316
0.007,0.324
0.006,0.325
0.005,0.329
0.005,0.341
0.011,0.341
0.010,0.345
0.002,0.355
0.008,0.355
0.008,0.365
0.006,0.372
0.002,0.368
0.002,0.375
0.006,0.385
0.011,0.387
0.011,0.388
0.012,0.401
0.004,0.400
0.005,0.404
0.010,0.412
0.007,0.416
0.003,0.421
0.006,0.428
0.004,0.428
0.010,0.434
0.009,0.443
0.006,0.450
0.009,0.455
0.006,0.453
0.008,0.462
0.006,0.464
0.011,0.471
0.007,0.478
0.013,0.477
0.004,0.490
0.006,0.489
0.008,0.495
0.012,0.500
0.010,0.499
0.005,0.497
0.010,0.498
0.013,0.499
0.013,0.500
0.013,0.498
0.006,0.497
0.010,0.499
0.012,0.497
0.004,0.495
0.007,0.499
0.010,0.498
0.011,0.505
0.004,0.498
0.007,0.500
0.005,0.497
0.007,0.499
0.006,0.497
