0.016,0.055,0.038
0.033,0.105,0.071
0.050,0.159,0.107
0.067,0.216,0.132
0.084,0.270,0.161
0.101,0.321,0.186
0.118,0.373,0.209
0.135,0.418,0.229
0.152,0.474,0.243
0.169,0.531,0.255
0.186,0.575,0.266
0.203,0.624,0.276
0.220,0.679,0.276
0.237,0.727,0.275
0.254,0.779,0.281
0.271,0.828,0.266
0.288,0.882,0.266
0.305,0.929,0.252
0.322,0.979,0.237
0.339,1.028,0.226
0.356,1.080,0.211
0.373,1.121,0.190
0.390,1.178,0.161
0.407,1.219,0.130
0.424,1.268,0.109
0.441,1.319,0.076
0.458,1.363,0.041
0.475,1.414,0.002
