-0.003,0.002
0.002,0.004
0.002,0.009
0.001,0.008
-0.003,0.018
-0.003,0.026
0.005,0.022
-0.001,0.035
-0.003,0.035
-0.002,0.038
-0.002,0.047
0.004,0.052
0.007,0.055
-0.002,0.062
0.003,0.066
0.002,0.068
0.008,0.079
0.003,0.078
0.003,0.089
0.006,0.094
0.007,0.095
0.004,0.101
0.009,0.111
0.010,0.108
0.009,0.117
0.009,0.125
0.010,0.124
0.004,0.130
0.010,0.138
0.009,0.139
0.009,0.151
0.006,0.151
0.006,0.160
0.003,0.166
0.006,0.169
0.012,0.171
0.004,0.173
0.013,0.180
0.006,0.187
0.005,0.196
0.008,0.193
0.006,0.197
0.006,0.204
0.012,0.215
0.010,0.215
0.013,0.222
0.011,0.223
0.014,0.229
0.009,0.241
0.006,0.243
0.007,0.244
0.006,0.255
0.013,0.261
0.009,0.260
0.015,0.269
0.008,0.268
0.013,0.279
0.016,0.284
0.015,0.284
0.015,0.291
0.013,0.294
0.016,0.304
0.009,0.304
0.013,0.310
0.017,0.316
0.017,0.319
0.018,0.331
0.014,0.332
0.018,0.332
0.018,0.346
0.014,0.351
0.011,0.353
0.018,0.352
0.011,0.361
0.010,0.365
0.011,0.369
0.014,0.374
0.019,0.385
0.019,0.385
0.016,0.392
0.011,0.401
0.021,0.400
0.015,0.403
0.018,0.416
0.015,0.418
0.021,0.420
0.019,0.425
0.019,0.430
0.021,0.439
0.020,0.445
0.023,0.447
0.015,0.454
0.015,0.461
0.023,0.464
0.022,0.465
0.015,0.470
0.024,0.473
0.020,0.482
0.018,0.486
0.022,0.494
0.022,0.500
0.023,0.499
0.019,0.502
0.022,0.508
0.017,0.521
0.020,0.520
0.017,0.530
0.022,0.533
0.021,0.535
0.023,0.542
0.019,0.542
0.024,0.547
0.026,0.558
0.019,0.562
0.026,0.567
0.023,0.571
0.020,0.581
0.021,0.581
0.023,0.586
0.018,0.589
0.026,0.597
0.026,0.599
0.026,0.601
0.021,0.612
0.028,0.613
0.028,0.626
0.023,0.626
0.021,0.636
0.020,0.633
0.024,0.639
0.020,0.644
0.024,0.654
0.028,0.660
0.026,0.657
0.020,0.668
0.027,0.673
0.028,0.675
0.023,0.685
0.030,0.685
0.028,0.687
0.030,0.697
0.024,0.701
0.028,0.702
0.029,0.714
0.022,0.721
0.025,0.717
0.028,0.728
0.024,0.734
0.031,0.731
0.031,0.745
0.028,0.744
0.026,0.755
0.032,0.752
0.029,0.762
0.032,0.762
0.024,0.766
0.030,0.780
0.025,0.781
0.033,0.788
0.033,0.792
0.029,0.796
0.028,0.804
0.028,0.804
0.032,0.807
0.025,0.817
0.034,0.823
0.027,0.829
0.032,0.833
0.026,0.833
0.027,0.838
0.032,0.848
0.034,0.853
0.032,0.855
0.028,0.866
0.030,0.870
0.033,0.868
0.031,0.878
0.032,0.880
0.029,0.888
0.029,0.891
0.032,0.896
0.032,0.906
0.032,0.907
0.028,0.912
0.034,0.913
0.029,0.926
0.036,0.923
0.028,0.935
0.029,0.934
0.034,0.939
0.031,0.949
0.029,0.954
0.032,0.955
0.033,0.964
0.038,0.966
0.037,0.975
0.033,0.976
0.037,0.982
0.033,0.982
0.030,0.990
0.034,0.996
0.032,0.997
0.033,0.993
0.034,0.994
0.039,0.997
0.029,1.001
0.034,0.997
0.035,1.004
0.030,0.999
0.032,1.000
0.035,1.004
0.032,0.996
0.036,1.004
0.037,0.995
0.037,1.002
0.030,0.997
0.037,0.995
