0.021,0.597
0.037,0.599
0.054,0.599
0.087,0.598
0.121,0.598
0.137,0.595
0.171,0.593
0.204,0.591
0.237,0.592
0.271,0.590
0.304,0.586
0.337,0.583
0.371,0.581
0.404,0.577
0.437,0.577
0.471,0.571
0.504,0.570
0.521,0.567
0.537,0.562
0.554,0.563
0.571,0.557
0.587,0.557
0.604,0.553
0.621,0.554
0.637,0.550
0.654,0.550
0.671,0.544
0.687,0.541
0.704,0.540
0.721,0.539
0.737,0.533
0.754,0.531
0.771,0.529
0.787,0.523
0.804,0.522
0.821,0.521
0.837,0.519
0.854,0.512
0.871,0.510
0.887,0.508
0.904,0.502
0.921,0.498
0.937,0.494
0.954,0.491
0.971,0.489
0.987,0.487
1.004,0.479
1.037,0.472
1.071,0.464
1.104,0.454
1.137,0.445
1.171,0.437
1.204,0.430
1.237,0.419
1.271,0.407
1.304,0.396
1.337,0.386
1.371,0.375
1.404,0.363
1.437,0.353
1.471,0.341
1.504,0.330
1.537,0.313
1.571,0.304
1.604,0.291
1.637,0.277
1.671,0.263
1.704,0.247
1.737,0.229
1.771,0.214
1.804,0.197
1.837,0.180
1.871,0.166
1.904,0.145
1.937,0.128
1.971,0.109
2.004,0.090
2.037,0.071
2.071,0.051
2.104,0.031
2.137,0.010
