0.026,1.001
0.059,0.998
0.093,0.998
0.126,0.998
0.159,1.000
0.193,1.001
0.226,0.999
0.259,1.002
0.293,1.004
0.326,1.004
0.359,1.003
0.393,1.007
0.426,1.007
0.459,1.007
0.493,1.008
0.526,1.011
0.543,1.015
0.559,1.017
0.576,1.015
0.593,1.015
0.609,1.018
0.626,1.019
0.643,1.017
0.659,1.022
0.676,1.023
0.693,1.020
0.709,1.021
0.726,1.025
0.743,1.024
0.759,1.027
0.776,1.026
0.793,1.030
0.809,1.031
0.826,1.031
0.843,1.034
0.859,1.036
0.876,1.034
0.893,1.037
0.909,1.042
0.926,1.040
0.943,1.042
0.959,1.045
0.976,1.046
0.993,1.047
1.009,1.051
1.043,1.053
1.076,1.058
1.109,1.058
1.143,1.064
1.176,1.067
1.209,1.072
1.243,1.075
1.276,1.077
1.309,1.086
1.343,1.089
1.376,1.094
1.409,1.097
1.443,1.103
1.476,1.109
1.509,1.112
1.543,1.117
1.576,1.125
1.609,1.132
1.643,1.136
1.676,1.141
1.709,1.148
1.743,1.154
1.776,1.161
1.809,1.165
1.843,1.176
1.876,1.179
1.909,1.187
1.943,1.198
1.976,1.203
2.009,1.210
2.043,1.218
2.076,1.228
2.109,1.234
2.143,1.244
2.176,1.251
2.209,1.262
2.243,1.271
2.276,1.280
2.309,1.292
2.343,1.303
2.376,1.314
2.409,1.320
2.443,1.332
2.476,1.346
2.509,1.356
2.543,1.368
2.576,1.377
2.609,1.391
2.643,1.402
2.676,1.414
2.709,1.429
2.743,1.441
2.776,1.456
2.809,1.468
2.843,1.482
2.876,1.499
2.909,1.513
2.943,1.532
2.976,1.548
3.009,1.563
3.043,1.578
3.076,1.596
3.109,1.613
3.143,1.633
3.176,1.652
3.209,1.668
3.243,1.690
3.276,1.705
3.309,1.725
3.343,1.747
3.376,1.767
3.409,1.791
3.443,1.814
3.476,1.834
3.509,1.859
3.543,1.882
3.576,1.907
3.609,1.932
3.643,1.955
3.676,1.980
3.709,2.006
