0.016,0.047,0.038
0.033,0.089,0.084
0.050,0.139,0.124
0.067,0.192,0.164
0.084,0.239,0.190
0.101,0.287,0.228
0.118,0.329,0.249
0.135,0.371,0.275
0.152,0.419,0.296
0.169,0.470,0.313
0.186,0.515,0.331
0.203,0.556,0.337
0.220,0.600,0.353
0.237,0.651,0.353
0.254,0.694,0.361
0.271,0.736,0.358
0.288,0.780,0.365
0.305,0.828,0.352
0.322,0.873,0.346
0.339,0.912,0.342
0.356,0.957,0.330
0.373,1.005,0.307
0.390,1.046,0.292
0.407,1.086,0.268
0.424,1.131,0.243
0.441,1.172,0.222
0.458,1.219,0.193
0.475,1.259,0.155
0.492,1.295,0.119
0.509,1.339,0.089
0.526,1.379,0.049
0.543,1.423,-0.001
