0.016,0.055,0.056
0.033,0.122,0.113
0.050,0.179,0.172
0.067,0.239,0.226
0.084,0.297,0.273
0.101,0.355,0.319
0.118,0.417,0.358
0.135,0.466,0.401
0.152,0.532,0.436
0.169,0.587,0.472
0.186,0.645,0.500
0.203,0.694,0.530
0.220,0.753,0.554
0.237,0.808,0.577
0.254,0.867,0.592
0.271,0.921,0.609
0.288,0.977,0.622
0.305,1.032,0.628
0.322,1.079,0.638
0.339,1.133,0.646
0.356,1.194,0.647
0.373,1.246,0.640
0.390,1.297,0.635
0.407,1.345,0.629
0.424,1.403,0.622
0.441,1.449,0.603
0.458,1.506,0.591
0.475,1.554,0.575
0.492,1.604,0.551
0.509,1.662,0.527
0.526,1.712,0.506
0.543,1.755,0.470
0.560,1.809,0.439
0.577,1.860,0.410
0.594,1.903,0.373
0.611,1.953,0.328
0.628,2.008,0.289
0.645,2.052,0.238
0.662,2.099,0.193
0.679,2.147,0.142
0.696,2.199,0.097
0.713,2.246,0.039
