0.016,0.041,0.049
0.033,0.093,0.092
0.050,0.140,0.130
0.067,0.186,0.165
0.084,0.229,0.197
0.101,0.277,0.230
0.118,0.317,0.258
0.135,0.364,0.287
0.152,0.406,0.311
0.169,0.445,0.324
0.186,0.486,0.345
0.203,0.531,0.354
0.220,0.572,0.370
0.237,0.609,0.375
0.254,0.648,0.378
0.271,0.682,0.377
0.288,0.725,0.377
0.305,0.759,0.378
0.322,0.794,0.373
0.339,0.834,0.357
0.356,0.866,0.350
0.373,0.908,0.334
0.390,0.937,0.311
0.407,0.970,0.296
0.424,1.012,0.275
0.441,1.039,0.247
0.458,1.071,0.214
0.475,1.105,0.190
0.492,1.141,0.150
0.509,1.174,0.114
0.526,1.205,0.074
0.543,1.235,0.040
