0.016,0.047,0.042
0.033,0.095,0.087
0.050,0.146,0.128
0.067,0.192,0.160
0.084,0.240,0.190
0.101,0.284,0.223
0.118,0.326,0.256
0.135,0.371,0.272
0.152,0.418,0.301
0.169,0.457,0.318
0.186,0.498,0.329
0.203,0.541,0.341
0.220,0.586,0.350
0.237,0.626,0.351
0.254,0.667,0.362
0.271,0.699,0.364
0.288,0.739,0.356
0.305,0.779,0.357
0.322,0.823,0.342
0.339,0.855,0.329
0.356,0.893,0.324
0.373,0.928,0.307
0.390,0.970,0.289
0.407,0.999,0.267
0.424,1.033,0.244
0.441,1.070,0.209
0.458,1.104,0.187
0.475,1.142,0.151
0.492,1.170,0.116
0.509,1.202,0.077
0.526,1.233,0.037
