0.016,0.045,0.044
0.033,0.088,0.087
0.050,0.137,0.129
0.067,0.176,0.165
0.084,0.226,0.200
0.101,0.270,0.229
0.118,0.313,0.255
0.135,0.351,0.276
0.152,0.393,0.302
0.169,0.431,0.320
0.186,0.472,0.340
0.203,0.518,0.344
0.220,0.551,0.353
0.237,0.590,0.361
0.254,0.635,0.370
0.271,0.667,0.365
0.288,0.706,0.364
0.305,0.745,0.359
0.322,0.780,0.358
0.339,0.811,0.342
0.356,0.849,0.330
0.373,0.887,0.314
0.390,0.923,0.298
0.407,0.953,0.271
0.424,0.984,0.249
0.441,1.015,0.231
0.458,1.050,0.194
0.475,1.082,0.169
0.492,1.115,0.131
0.509,1.140,0.095
0.526,1.173,0.054
0.543,1.204,0.011
